"BOOK_ID","ACCESSION_DATE","ACC_DATE_STAND","DISCARD_DATE","DISC_DATE_STAND","ACCESSION_NUMBER","DUP_ACC","AUTHOR","TITLE","PUBLISHER","WHERE_PUBLISHED","DATE_PUBLISHED","NUM_VOLS","SIZE","NUM_PAGES","BINDING_TYPE_ID","PROVENANCE","COST_DENOM_ID","COST_FULL","COST_US","COST_UK","ORIGIN_ID","ADDITIONAL_INFO","REVIEW_NOTES","LEDGER_NUM","LEDGER_PAGE_NUM","LAST_MODIFIED","BOOKS_OCLC_ID","DMR_LINK_CODE","DMR_DIRECT_CODE","OLD_DMR_DIRECT_CODE"
"4350","[March 13th 1875]","1875-03-13",,,"751","0","Charles Dickens","Edwin Drood",,"Philadelphia",,"1","12","440","1","H.C. Marsh",,,"0.00",,,,,"1","20","2010-09-27 14:29:14","4080","AC01_020","449","&CISOPTR=681&CISOSHOW=449"
"4351","Dec 30 [1891]","1891-12-30",,,"7692","0","Agusta J. Evans","St Elmo",,"N. York & London",,"1 Vol","12","571","1","Purchased by Board","1","1-34-0-0-0","1.34","&pound;1 1s 34d","5",,,"1","148","2011-01-07 11:33:54","4081","AC01_148","577","&CISOPTR=681&CISOSHOW=577"
"4352","[March 13th 1875]","1875-03-13",,,"752","0","Charles Dickens","Hard times",,"New York","1868","1","12","202","9","H.C. Marsh",,,"0.00",,,,,"1","20","2010-09-27 14:32:26","4082","AC01_020","449","&CISOPTR=681&CISOSHOW=449"
"4353","Dec 30 [1891]","1891-12-30",,,"7693","0","E. Marlitt","The Owls Nest",,"Phil.","1889","1 Vol","12","362","1","Purchased by Board","1","0-84-0-0-0","0.84","&pound;0 0s 84d","5","Discarded

Trans. A.L. Wister.",,"1","148","2011-01-07 11:35:26","4083","AC01_148","577","&CISOPTR=681&CISOSHOW=577"
"4354","Dec 30 [1891]","1891-12-30",,,"7694","0","H.B. Stowe","Uncle Toms Cabin",,"Boston & N.Y.","1891","1 Vol","12","500","1","Purchased by Board 1891","1","0-67-0-0-0","0.67","&pound;0 0s 67d","5","Discarded",,"1","148","2011-01-07 11:36:09","4084","AC01_148","577","&CISOPTR=681&CISOSHOW=577"
"4355","[March 13th 1875]","1875-03-13",,,"753","0","Charles Dickens","Nicholas Nickleby",,"Boston","1871","1","12","499","1","H.C. Marsh",,,"0.00",,,,,"1","20","2010-09-27 14:33:05","10962","AC01_020","449","&CISOPTR=681&CISOSHOW=449"
"4356","[March 13th 1875]","1875-03-13",,,"754","0","Charles Dickens","Sketches by Boz",,"New York","1848","1","12","193","9","H.C. Marsh",,,"0.00",,,,,"1","20","2010-09-27 14:33:30","10963","AC01_020","449","&CISOPTR=681&CISOSHOW=449"
"4357","Dec 30 [1891]","1891-12-30",,,"7695","0","Elizabeth Wetherell","Wide Wide World",,"Phil. Pa.","1890","1 Vol","12","334","1","Purchased by Board 1891","1","1-0-0-0-0","1.00","&pound;1 1s 0d","5",,,"1","148","2011-01-07 11:37:26","4085","AC01_148","577","&CISOPTR=681&CISOSHOW=577"
"4358","[March 13th 1875]","1875-03-13",,,"755","0","Charles Dickens","The uncommercial traveler",,"New York","1868","1","12","112","9","H.C. Marsh",,,"0.00",,,,,"1","20","2010-09-27 14:33:48","4086","AC01_020","449","&CISOPTR=681&CISOSHOW=449"
"4359","[March 13th 1875]","1875-03-13",,,"756","0","Anna E. Dickenson","What-answer",,"Boston","1869","1","12","311","1","H.C. Marsh",,,"0.00",,,,,"1","20","2010-09-27 14:34:09","10964","AC01_020","449","&CISOPTR=681&CISOSHOW=449"
"4360","Dec 30 [1891]","1891-12-30",,,"7696","0","Elizabeth Wetherell","Queechy",,"Phil. Pa.","1891","1 Vol","12","396","1","Purchased by Board 1891","1","1-0-0-0-0","1.00","&pound;1 1s 0d","5",,,"1","148","2011-01-07 11:37:54","4087","AC01_148","577","&CISOPTR=681&CISOSHOW=577"
"4361","Dec 30 [1891]","1891-12-30","Oct 1909","1909-10-01","7697","0","A Sewell","Black Beauty",,"Boston",,"1 Vol","12","245","1","Purchased by Board 1891","1","0-67-0-0-0","0.67","&pound;0 0s 67d","5","Initialed with the letter J.",,"1","148","2011-01-07 11:38:22","4088","AC01_148","577","&CISOPTR=681&CISOSHOW=577"
"4362","Dec 30 [1891]","1891-12-30",,,"7698","0",,"Chatterbox for 1891",,"Boston",,"1 Vol","8","412","1","Purchased by Board 1891","1","1-17-0-0-0","1.17","&pound;1 1s 17d","5",,,"1","148","2011-01-07 11:39:15","4089","AC01_148","577","&CISOPTR=681&CISOSHOW=577"
"4363","Dec 30 [1891]","1891-12-30",,,"7699","0",,"Chatterbox for 1891",,"Boston","1891","1 Vol","8","412","1","Purchased by Board 1891","1","0-84-0-0-0","0.84","&pound;0 0s 84d","5","Appears to be a second copy of #7698.",,"1","148","2011-01-07 11:39:47","4090","AC01_148","577","&CISOPTR=681&CISOSHOW=577"
"4364","Dec 30 [1891]","1891-12-30",,,"7700","0","Washington Gladden","Santa Claus on a Lark",,"New York","1890","1 Vol","8","178","1","Purchased by Board 1891","1","0-84-0-0-0","0.84","&pound;0 0s 84d","5","Initialed with the letter J.",,"1","148","2011-01-07 11:40:10","4091","AC01_148","577","&CISOPTR=681&CISOSHOW=577"
"4365","March 20. 1900","1900-03-20",,,"11591","0",,"House Miscel. Doc's _ Mineral Resources 1891-52nd 2nd Sess.",,"Washington DC","1893","7","8","630","1","Supt of Documents",,,"0.00",,,,,"1","247","2011-07-11 14:02:22","4092","AC01_247","677","&CISOPTR=681&CISOSHOW=677"
"4366","Dec 30 [1891]","1891-12-30","July 04","1904-07-01","7701","0","Helen Milman","The Little Ladies","Lip. Co.","Phil.","1892","1 Vol","8","192","1","Purchased by Board 1891","1","1-0-0-0-0","1.00","&pound;1 1s 0d","5","Initialed with the letter J.",,"1","148","2011-01-07 11:40:47","4093","AC01_148","577","&CISOPTR=681&CISOSHOW=577"
"4367","March 20. 1900","1900-03-20",,,"11592","0",,"House Miscel. Messages & Papers of the Presidents 1789-1897 _ 53d 2d",,"Washington DC","1895","10","8","677","1","Supt of Documents",,,"0.00",,,,,"1","247","2011-07-11 14:03:31","4094","AC01_247","677","&CISOPTR=681&CISOSHOW=677"
"4368","March 20. 1900","1900-03-20",,,"11593","0",,"Decisions of the Dept of Interior. Public Lands Jan to June 53d /99",,"Washington DC","1899","28","8","634","1","Supt of Documents",,,"0.00",,,,,"1","247","2011-07-11 14:04:51","4095","AC01_247","677","&CISOPTR=681&CISOSHOW=677"
"4369","Dec 30 [1891]","1891-12-30",,,"7702","0","F.H. Burnett","Little Lord Fontleroy","Scribner's","N. York","1890","1 Vol","8","209","1","Purchased by Board 1891","1","1-40-0-0-0","1.40","&pound;1 1s 40d","5",,,"1","148","2011-01-07 11:41:41","4096","AC01_148","577","&CISOPTR=681&CISOSHOW=577"
"4370","March 20. 1900","1900-03-20",,,"11594","0",,"Senate Repts. No's 621_906 _ Except 659_700_885 _Miscel. _ 55th-2nd",,"Washington DC","1898","3","8",,"1","Supt of Documents",,,"0.00",,,,,"1","247","2011-07-11 14:07:49","4097","AC01_247","677","&CISOPTR=681&CISOSHOW=677"
"4371","March 20. 1900","1900-03-20",,,"11595","0",,"Senate Repts No's 394_620_Except 411-Miscel. 55th 2d session",,"Washington DC","1898","1","8",,"1","Supt of Documents",,,"0.00",,,,,"1","247","2011-07-11 14:09:01","4098","AC01_247","677","&CISOPTR=681&CISOSHOW=677"
"4372","March 20. 1900","1900-03-20",,,"11596","0",,"Senate Repts No. 885. 2 Pts _ Affairs in cuba 55th 2d session",,"Washington DC","1898","5","8",,"1","Supt of Documents",,,"0.00",,,,,"1","247","2011-07-11 14:09:56","4099","AC01_247","677","&CISOPTR=681&CISOSHOW=677"
"4373","March 20. 1900","1900-03-20",,,"11597","0",,"Senate Repts No. 659 _ Examination of Civil Service 55th 2d session",,"Washington DC","1898","4","8","266","1","Supt of Documents",,,"0.00",,,,,"1","247","2011-07-11 14:10:26","4100","AC01_247","677","&CISOPTR=681&CISOSHOW=677"
"4374","March 20. 1900","1900-03-20",,,"11598","0",,"House Docu's, No _ 3 _ Rept Navy Dept 1898. Secy _ Miscel 55th 2d session",,"Washington DC","1899","11","8","950","1","Supt of Documents",,,"0.00",,,,,"1","247","2011-07-11 14:11:38","4101","AC01_247","677","&CISOPTR=681&CISOSHOW=677"
"4375","Dec 30 [1891]","1891-12-30","Je. '18","1918-06-01","7703","0","F.H. Burnett","Little St Elizabeth","Scribner's","N. York","1891","1 Vol","8","146","1","Purchased by Board 1891","1","1-05-0-0-0","1.05","&pound;1 1s 05d","5","Initialed with the letter J.",,"1","148","2011-01-07 11:42:09","4102","AC01_148","577","&CISOPTR=681&CISOSHOW=577"
"4376","Mar. 20. 1900","1900-03-20",,,"11599","0",,"Reports of War Dept 1897 _ Sec'y Miscel. 55th Cong 2nd sess",,"Washington DC","1898","2","8","854","7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 08:22:54","4103","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4377","Mar. 20. 1900","1900-03-20",,,"11600","0",,"House Repts, No's 17-245 Miscel, _ 55 Cong. 2d Sess.",,"Washington D.C.","1898","1","8",,"7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 08:28:00","4104","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4378","Mar. 20. 1900","1900-03-20",,,"11601","0",,"House Repts, No. 2 Rept of Sec'y of War vol 2. Pt 2. Engineers 1896 54th 2",,"Washington D.C.","1898","4","8","1338","7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 08:29:23","4105","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4379","Mar. 20. 1900","1900-03-20",,,"11602","0",,"Senate Repts _No's 87-393 _ Miscel. 55th 1st 1897",,"Washington D.C.","1897","2","8",,"7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 08:30:53","4106","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4380","Dec 30 [1891]","1891-12-30",,,"7704","0","Harry Castlemon","Frank on a Gun boat",,"Phila. & Cinci.",,"1 Vol","16","256","1","Purchased by Board 1891","1","0-84-0-0-0","0.84","&pound;0 0s 84d","5",,,"1","148","2011-01-07 11:42:32","4107","AC01_148","577","&CISOPTR=681&CISOSHOW=577"
"4381","Mar. 20. 1900","1900-03-20",,,"11603","0",,"Senate No's 1-86 _ Pacific R. Roads &C. 55th 1st 1897",,"Washington D.C.","1897","1","8",,"7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 08:31:57","4108","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4382","Mar. 20. 1900","1900-03-20",,,"11604","0",,"House Doc's, Water Supply & Irrigation Papers 55th 2d",,"Washington D.C.","1898","60","8",,"7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 08:33:41","4109","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4383","Mar. 20. 1900","1900-03-20",,,"11605","0",,"House Doc's No 5_ Indian Affairs _ 55th 2d 1897",,"Washington D.C.","1898","18","8","1068","7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 08:34:12","4110","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4384","Dec 30 [1891]","1891-12-30",,,"7705","0","Harry Castlemon","Gunboat Series - Frank on Lower Mississippi",,"Phila. & Cinci.",,"1 Vol","16","236","1","Purchased by Board 1891","1","0-84-0-0-0","0.84","&pound;0 0s 84d","5",,,"1","148","2011-01-07 11:43:48","4111","AC01_148","577","&CISOPTR=681&CISOSHOW=577"
"4385","Mar. 20. 1900","1900-03-20",,,"11606","0",,"House Doc's No. 2 Rept of Sec'y of War _vol 2. pt 3 _ Engineers 1896",,"Washington D.C.","1897","5","8","2060","7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 08:41:37","4112","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4386","Mar. 20. 1900","1900-03-20",,,"11607","0",,"House Doc's No. 7 _ Rept of District of Columbia 1898 vol 55th 3d",,"Washington D.C.","1899","27","8","722","7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 08:42:43","4113","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4387","Dec 30 [1891]","1891-12-30",,,"7706","0","Harry Castlemon","Gunboat Series - Frank Before Vicksburg",,"Phila. & Cinci.",,"1 Vol","16","256","1","Purchased by Board","1","0-84-0-0-0","0.84","&pound;0 0s 84d","5",,,"1","148","2011-01-07 11:44:26","4114","AC01_148","577","&CISOPTR=681&CISOSHOW=577"
"4388","Mar. 20. 1900","1900-03-20",,,"11608","0",,"House Doc's No. 7 _ Rept of District of Columbia 1896. 54th 2nd Session",,"Washington D.C.","1897","21","8",,"7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 08:43:33","4115","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4389","Mar. 20. 1900","1900-03-20",,,"11609","0",,"House Doc's No. 296 _ Rept Civil Service Com 1898 55th 3d Sess",,"Washington D.C.","1899","81","8","736","7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 08:45:25","4116","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4390","Dec 30 [1891]","1891-12-30",,,"7707","0","Harry Castlemon","Frank & Archie Series - Frank The Young Naturalist",,"Phila. & Cinci.",,"1 Vol","16","253","1","Purchased by Board","1","0-84-0-0-0","0.84","&pound;0 0s 84d","5",,,"1","148","2011-01-07 11:45:41","4117","AC01_148","577","&CISOPTR=681&CISOSHOW=577"
"4391","Mar. 20. 1900","1900-03-20",,,"11610","0",,"House Doc's 11 _ Rept Internal Revenue 1897 55th 2d sess",,"Washington D.C.","1899","30","8","443","7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 08:47:20","4118","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4392","Mar. 20. 1900","1900-03-20",,,"11611","0",,"House Doc's 575_1_ Rept Smithsonian Institution 55th 2nd sess",,"Washington D.C.","1898","78","8","686","7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 08:48:44","4119","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4393","Dec 30 [1891]","1891-12-30",,,"7708","0","Harry Castlemon","Frank & Archie Series - Frank In The Woods",,"Phila. & Cinci.",,"1 Vol","16","256","1","Purchased by Board 1891","1","0-84-0-0-0","0.84","&pound;0 0s 84d","5",,,"1","148","2011-01-07 11:46:15","4120","AC01_148","577","&CISOPTR=681&CISOSHOW=577"
"4394","Mar. 20. 1900","1900-03-20",,,"11612","0",,"House Doc's No. 2 _ Rept Fish Com _ 1896. 55th 1st sess",,"Washington D.C.","1897","2","8","672","7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 08:50:14","4122","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4395","Mar. 20. 1900","1900-03-20",,,"11613","0",,"House Doc's No. 7 _ Rept District of Columbia, _54th _ 1st 1895-6",,"Washington D.C.","1896","24","8","1038","7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 08:51:11","4123","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4396","Dec 30 [1891]","1891-12-30",,,"7709","0","Harry Castlemon","Frank & Archie Series - Frank On The Prairie",,"Phila. & Cinci.",,"1 Vol","16","245","1","Purchased by Board 1891","1","0-84-0-0-0","0.84","&pound;0 0s 84d","5",,,"1","148","2011-01-07 11:46:50","4124","AC01_148","577","&CISOPTR=681&CISOSHOW=577"
"4397","Mar. 20. 1900","1900-03-20",,,"11614","0",,"House Doc's No. 5 Rept Dept of Interior 1897-55th 22. 1897-8",,"Washington D.C.","1898","14","8","847","7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 08:52:50","4125","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4398","Mar. 20. 1900","1900-03-20",,,"11615","0",,"House Doc's No. 10-pt 2. Dept Comptroller of Currency_1896-vol 2. 54th 2d",,"Washington D.C.","1897","25","8","1259","7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 08:54:56","4126","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4399","Dec 30 [1891]","1891-12-30",,,"7710","0","Harry Castlemon","Rocky Mount. Series Frank in Mountains",,"Phila. & Cinci.",,"1 Vol","16","277","1","Purchased by Board 1891","1","0-84-0-0-0","0.84","&pound;0 0s 84d","5",,,"1","148","2011-01-07 11:47:22","4127","AC01_148","577","&CISOPTR=681&CISOSHOW=577"
"4400","May 27 1875","1875-05-27",,,"2045","0","George B. McDonald","Malcolm",,,,"I","12","313","1","George Andrews",,,"0.00",,,"Discarded.",,"1","54","2010-10-19 09:24:55","4128","AC01_054","483","&CISOPTR=681&CISOSHOW=483"
"4401","Mar. 20. 1900","1900-03-20",,,"11616","0",,"House Doc's No 2_ Rept Sec'y of War. vol 2. pt 2. _ Engineers 1896 _ 54th 2nd sess",,"Washington D.C.","1897","8","8","4196","7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 08:56:12","4129","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4402","Mar. 20. 1900","1900-03-20",,,"11617","0",,"House Doc's No 2_ Rept Sec'y of War. vol 2. pt 3. _ Engineers 1896_ 43th 2d",,"Washington D.C.","1896","6","8","2525","7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 08:57:39","4130","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4403","Dec 30 [1891]","1891-12-30",,,"7711","0","H. Castlemon","Rocky Mountain - Frank Among the Rancheros",,"Phil. & Cinci.",,"1 Vol","12","254","1","Purchased by Libry.","1","0-84-0-0-0","0.84","&pound;0 0s 84d","5",,,"1","149","2011-01-07 11:49:02","4131","AC01_149","578","&CISOPTR=681&CISOSHOW=578"
"4404","Mar. 20. 1900","1900-03-20",,,"11618","0",,"House Doc's No's. 140148_ Rept of Navigation Bureau 1896 54th 2d",,"Washington D.C.","1897","29","8",,"7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 09:00:08","4132","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4405","Mar. 20. 1900","1900-03-20",,,"11619","0",,"House Doc's No. 3 _ Rep't Navy Dept 1898. _Navigation Bureau Appendix",,"Washington D.C.","1899","12","8","740","7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 09:01:28","4133","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4406","Mar. 20. 1900","1900-03-20",,,"11620","0",,"House Doc's No's 14-55 _ Special Estimates, Military Academy Rept & C. 54th 2d",,"Washington D.C.","1896","32","8",,"7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 09:07:47","4134","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4407","Mar. 20. 1900","1900-03-20",,,"11621","0",,"House Doc's No 7 _ Rept District Columbia 1897 _ vols 2 & 3 _ 55th 2d",,"Washington D.C.","1898","25","8",,"7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 09:08:37","4135","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4408","Mar. 20. 1900","1900-03-20",,,"11622","0",,"House Doc's No. 352_ Rept Smithsonian Institute 54th 2d",,"Washington D.C.","1897","72","8","727","7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 09:10:25","4136","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4409","Dec 30 [1891]","1891-12-30",,,"7712","0","H. Castlemon","Rocky Mountain - Frank Don Carlo's Rancheros",,"Phil. & Cinci.",,"1 Vol","12","280","1","Purchased by Libry.","1","0-84-0-0-0","0.84","&pound;0 0s 84d","5",,,"1","149","2011-01-07 11:49:39","4137","AC01_149","578","&CISOPTR=681&CISOSHOW=578"
"4410","Mar. 20. 1900","1900-03-20",,,"11623","0",,"Senate Repts, _No's 907-1171-Except 1123-Miscel 55th 2nd",,"Washington D.C.","1898","6","8",,"7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 09:11:34","4138","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4411","Mar. 20. 1900","1900-03-20",,,"11624","0",,"Senate Repts No. 411 _Alcohol in Manufacturers & Art 55th 2nd",,"Washington D.C.","1898","2","8","880","7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 09:12:29","4139","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4412","Mar. 20. 1900","1900-03-20",,,"11625","0",,"House Doc's. _No 578_ pt's 1-6_ Commerce & Finance 1898 55th 2nd",,"Washington D.C.","1898","76","8","1498","7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 09:14:24","4140","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4413","Dec 30 [1891]","1891-12-30",,,"7713","0","H. Castlemon","Roughing It Series. George at the Wheel",,"Phil. & Cinci.",,"1 Vol","12","370","1","Purchased by Libry.",,"0-84-0-0-0","0.84","&pound;0 0s 84d","5",,,"1","149","2011-01-07 11:50:10","4143","AC01_149","578","&CISOPTR=681&CISOSHOW=578"
"4414","Dec 30 [1891]","1891-12-30","July 1904","1904-07-01","7714","0","H. Castlemon","Roughing It Series. George at the Fort",,"Phil. & Cinci.",,"1 Vol","12","351","1","Purchased by Libry.","1","0-84-0-0-0","0.84","&pound;0 0s 84d","5","Initialed with the letter J.",,"1","149","2011-01-07 11:50:43","4144","AC01_149","578","&CISOPTR=681&CISOSHOW=578"
"4415","Mar. 20. 1900","1900-03-20",,,"11626","1",,"House Doc's No. 5. _Rept Sec'y of Interior & Geological Survey _ 1896-54th 2nd",,"Washington D.C.","1897","16","8","864","7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 09:16:43","4145","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4416","Dec 30 [1891]","1891-12-30",,,"7715","0","H. Castlemon","Roughing It Series. George in Camp",,"Phil. & Cinci.",,"1 Vol","12","347","1","Purchased by Libry.","1","0-84-0-0-0","0.84","&pound;0 0s 84d","5",,,"1","149","2011-01-07 11:51:19","4146","AC01_149","578","&CISOPTR=681&CISOSHOW=578"
"4417","Mar. 20. 1900","1900-03-20",,,"11626","1",,"House Doc's No. Rept Geological Survey & Monographs 54th 2nd",,"Washington D.C.","1897","45","8","527","7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 09:17:57","4147","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4418","Mar. 20. 1900","1900-03-20",,,"11627","0",,"House Doc's No. 100. 20th List of Merchant Vessels 1898, 55th 3d",,"Washington D.C.","1899","54","8",,"7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 09:19:22","4148","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4419","Dec 30 [1891]","1891-12-30",,,"7716","0","H. Castlemon","Boy Trapper Series - Boy Trapper",,"Phil. & Cinci.",,"1 Vol","12","306","1","Purchased by Libry.","1","0-84-0-0-0","0.84","&pound;0 0s 84d","5",,,"1","149","2011-01-07 11:51:52","4149","AC01_149","578","&CISOPTR=681&CISOSHOW=578"
"4420","Mar. 20. 1900","1900-03-20",,,"11628","0",,"House Docs. Finance & Commerce July to Dec. 1897 55th 3d",,"Washington D.C.","1897","11","8","971","7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 09:20:09","4150","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4421","My 27 1875","1875-05-27",,,"2053","0","Jules Verne.","The Tour of the World in 80 Days.",,"Boston Mass","1875","I","18","291","1","George Andrews",,,"0.00",,,,,"1","55","2010-10-19 09:30:47","4151","AC01_055","484","&CISOPTR=681&CISOSHOW=484"
"4422","Mar. 20. 1900","1900-03-20",,,"11629","0",,"House Doc's Finance & Commerce Jan. to June 1898 55th 1st",,"Washington D.C.","1897","12","8","2164","7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 09:20:46","4152","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4423","Dec 30 [1891]","1891-12-30",,,"7717","0","H. Castlemon","Boy Trapper Series - Buried Treasure",,"Phil. & Cinci.",,"1 Vol","12","290","1","Purchased by Libry.","1","0-84-0-0-0","0.84","&pound;0 0s 84d","5",,,"1","149","2011-01-07 11:52:27","4153","AC01_149","578","&CISOPTR=681&CISOSHOW=578"
"4424","Mar. 20. 1900","1900-03-20",,,"11630","0",,"House Doc's. Finance & Commerce Jan. to June 1899 55th 1st",,"Washington D.C.","1899","77","8","3449","7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 09:20:59","4154","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4425","Dec 30 [1891]","1891-12-30",,,"7718","0","H. Castlemon","Boy Trapper Series - Mail Carrier",,"Phil. & Cinci.",,"1 Vol","12","326","1","Purchased by Libry.","1","0-84-0-0-0","0.84","&pound;0 0s 84d","5",,,"1","149","2011-01-07 11:53:00","4155","AC01_149","578","&CISOPTR=681&CISOSHOW=578"
"4426","Mar. 20. 1900","1900-03-20",,,"11631","0",,"House Doc's Geological Survey Monographs vol 28 54th 2nd",,"Washington D.C.","1897","53","8","608","7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 09:22:31","4156","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4427","Mar. 20. 1900","1900-03-20",,,"11632","0",,"House Doc's Foreign Commerce & Navigation, 1896 _vol 2 54th 2nd",,"Washington D.C.","1897","28","8","1432","7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 09:24:06","4157","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4428","My 27 1875","1875-05-27","18 Apr. 1905","1905-04-18","2054","0","Lew Wallace","The Fair God.",,,,,,,"1","George Andrews",,,"0.00",,,,,"1","55","2010-10-19 09:32:00","4158","AC01_055","484","&CISOPTR=681&CISOSHOW=484"
"4429","Mar. 20. 1900","1900-03-20",,,"11633","0",,"Senate Doc's No. 137 pt 2. Atlas _Repts Seal Life 54th 2nd",,"Washington D.C.","1896","6","8",,"7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 09:24:36","4159","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4430","Mar. 20. 1900","1900-03-20",,,"11634","0",,"Senate Doc's Report Coast & Geodetic Survey. 54th Cong. 1st",,"Washington D.C.","1896","2","8","516","7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 09:26:12","4160","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4431","Dec 30 [1891]","1891-12-30",,,"7719","0","Horatio Alger","Tattered Tom 1st Series - Paul, the Peddler",,"Phil. & Cinci.",,"1 Vol","12","281","1","Purchased by Libry.","1","0-84-0-0-0","0.84","&pound;0 0s 84d","5",,,"1","149","2011-01-07 11:53:41","4161","AC01_149","578","&CISOPTR=681&CISOSHOW=578"
"4432","Mar. 20. 1900","1900-03-20",,,"11635","0",,"Official Register of U. States Legislative, Executive & Judical",,"Washington D.C.","1899","17","Folio","1561","7","Supt Documents",,,"0.00",,,,,"1","248","2011-07-12 09:28:24","6945","AC01_248","678","&CISOPTR=681&CISOSHOW=678"
"4433","My 27 1875","1875-05-27",,,"2056","0","Charles Dickens","American Notes & The Uncommercial Travels.",,"Philadelphia Pa.",,"I","12","472","1","George Andrews",,,"0.00",,,,,"1","55","2010-10-19 09:32:38","11017","AC01_055","484","&CISOPTR=681&CISOSHOW=484"
"4434","My 27 1875","1875-05-27",,,"2057","0","G. W. Griffin","My Danish Days.",,"Phildelphia Pa.","1875","I","8","297","1","George Andrews",,,"0.00",,,,,"1","55","2010-10-19 09:32:56","4162","AC01_055","484","&CISOPTR=681&CISOSHOW=484"
"4435","Aug 21 1884","1884-08-21",,,"5063","0",,"Exec. Doc. 1st Session 47 Congress",,"Washington D.C.","1882","1","8","1250","7","Dept of Interior",,,"0.00",,"1",,,"1","111","2010-12-02 09:12:26","11349","AC01_111","540","&CISOPTR=681&CISOSHOW=540"
